RA,Fase,INDE 2023,Pedra 2023,Turma,Nome Anonimizado,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,Pedra 23,INDE 22,INDE 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Destaque IPV.1
RA-729,ALFA,7.26545,Ametista,ALFA V - G0/G1,Aluno-729,2014-03-09 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,Topázio,,8.155,,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,8.0,9.1,3.77,6.5625,,8.6,8.2,8.9,,,,7.01,5.0,Fase 1 (3° e 4° ano),-1,,,,
RA-1009,ALFA,7.245,Ametista,ALFA Y - G0/G1,Aluno-1009,3/27/2015,8,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,0.0,9.0,3.77,7.5,,8.8,8.3,9.2,,,,7.84,10.0,ALFA (1° e 2° ano),0,,,,
RA-1010,ALFA,8.70645,Topázio,ALFA Y - G0/G1,Aluno-1010,1/14/2015,8,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,9.5,10.0,3.77,7.8125,,9.4,9.0,9.8,,,,8.59,10.0,ALFA (1° e 2° ano),0,,,,
RA-1011,ALFA,7.33095,Ametista,ALFA Y - G0/G1,Aluno-1011,2015-03-11 00:00:00,1900-01-07 00:00:00,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,9.5,8.6,3.77,7.1875,,5.2,5.5,4.8,,,,7.675,10.0,ALFA (1° e 2° ano),0,,,,
RA-1012,ALFA,7.96495,Ametista,ALFA Y - G0/G1,Aluno-1012,5/18/2015,8,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,10.0,9.9,3.77,7.1875,,6.6,7.0,6.2,,,,7.845,10.0,ALFA (1° e 2° ano),0,,,,
RA-1013,ALFA,7.6237,Ametista,ALFA Y - G0/G1,Aluno-1013,12/25/2015,7,Masculino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,9.0,9.6,4.39,5.625,,8.3,7.0,9.5,,,,5.76,10.0,ALFA (1° e 2° ano),0,,,,
RA-1014,ALFA,8.2582,Topázio,ALFA Y - G0/G1,Aluno-1014,2016-05-02 00:00:00,1900-01-07 00:00:00,Feminino,2023,Pública,,,,,,,,,,2.0,Avaliador-11,,Avaliador-2,,,,,,9.0,9.7,3.77,7.5,,8.2,7.7,8.7,,,,8.255,10.0,ALFA (1° e 2° ano),0,,,,
RA-1015,FASE 1,7.538908333,Ametista,1A,Aluno-1015,6/24/2013,10,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,9.3,6.27,7.34375,,6.3,5.0,7.6,,,,7.786666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-734,FASE 1,7.305908333,Ametista,1A,Aluno-734,10/14/2012,11,Feminino,2022,Pública,,,Ágata,,6.952,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,8.0,7.52,7.34375,,6.9,6.8,7.0,,,,7.446666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-687,FASE 1,7.617533333,Ametista,1A,Aluno-687,1/26/2013,10,Masculino,2022,Pública,,,Ametista,,7.703,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.0,9.0,7.52,7.5,,6.9,6.7,7.0,,,,8.226666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1016,FASE 1,7.762575,Ametista,1A,Aluno-1016,3/14/2013,10,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,9.5,7.52,7.34375,,6.7,5.8,7.5,,,,7.73,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1017,FASE 1,6.505333333,Agata,1A,Aluno-1017,2012-01-10 00:00:00,1900-01-11 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,0.0,8.0,5.02,7.5,,7.7,7.0,8.3,,,,8.116666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-688,FASE 1,8.0442,Topázio,1A,Aluno-688,8/20/2013,10,Masculino,2022,Pública,,,Ametista,,7.771,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.3,7.52,7.5,,8.6,8.2,9.0,,,,8.06,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1018,FASE 1,6.824,Agata,1A,Aluno-1018,2013-10-12 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,0.0,8.5,5.02,7.5,,6.3,5.8,6.8,,,,8.06,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-696,FASE 1,7.172666667,Ametista,1A,Aluno-696,2013-05-12 00:00:00,1900-01-09 00:00:00,Feminino,2021,Pública,,Ametista,Ametista,,7.441,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,0.0,9.4,5.02,7.5,,6.7,5.2,8.2,,,,8.503333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1019,FASE 1,7.177033333,Ametista,1A,Aluno-1019,3/23/2015,8,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.5,9.1,5.02,6.875,,4.3,0.5,8.0,,,,7.836666667,10.0,ALFA (1° e 2° ano),1,,,,
RA-514,FASE 1,5.823133333,Quartzo,1A,Aluno-514,2013-05-05 00:00:00,1900-01-10 00:00:00,Feminino,2022,Pública,,,Ametista,,7.039,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.9,7.5,2.52,5.0,,5.5,4.2,6.8,,,,5.896666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1020,FASE 1,7.612283333,Ametista,1A,Aluno-1020,7/25/2014,9,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,9.1,2.52,7.1875,,6.1,4.3,7.8,,,,8.056666667,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1021,FASE 1,6.964616667,Agata,1A,Aluno-1021,2014-10-03 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.0,9.2,3.77,7.1875,,3.3,2.5,4.0,,,,7.893333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1022,FASE 1,7.164616667,Ametista,1A,Aluno-1022,2/25/2014,9,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,8.5,3.77,7.1875,,4.7,4.7,4.7,,,,7.893333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1023,FASE 1,9.1342,Topázio,1A,Aluno-1023,2014-06-05 00:00:00,1900-01-09 00:00:00,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,10.0,6.27,8.75,,9.1,8.5,9.7,,,,9.06,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-699,FASE 1,6.389991667,Agata,1A,Aluno-699,7/13/2013,10,Masculino,2022,Pública,,,Ágata,,6.658,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,8.3,3.77,5.78125,,6.0,5.7,6.2,,,,6.173333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-480,FASE 1,8.226408333,Topázio,1B,Aluno-480,10/20/2012,11,Feminino,2021,Pública,,Ametista,Ametista,,7.502,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,9.7,7.52,7.96875,,7.9,7.2,8.5,,,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-678,FASE 1,7.570158333,Ametista,1B,Aluno-678,3/20/2013,10,Masculino,2022,Pública,,,Ametista,,8.0,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,8.8,6.27,7.65625,,7.3,6.8,7.7,,,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1024,FASE 1,7.788875,Ametista,1B,Aluno-1024,5/17/2013,10,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,10.0,6.27,9.21875,,9.8,10.0,9.5,,,,8.95,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-502,FASE 1,8.749075,Topázio,1B,Aluno-502,5/24/2014,9,Feminino,2021,Privada - Programa de Apadrinhamento,,Topázio,Topázio,,8.287,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.8,7.52,7.96875,,8.0,6.7,9.3,,,,8.95,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1025,FASE 1,8.215158333,Topázio,1B,Aluno-1025,12/18/2013,9,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,8.9,7.52,7.65625,,7.5,7.5,7.5,,,,7.836666667,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-680,FASE 1,6.5855,Agata,1B,Aluno-680,2012-05-02 00:00:00,1900-01-11 00:00:00,Feminino,2019,Pública,Ametista,Ametista,Ametista,,7.518,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.1,7.52,6.875,,6.4,5.2,7.5,,,,7.78,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1026,FASE 1,6.494825,Agata,1B,Aluno-1026,2009-11-06 00:00:00,1900-01-14 00:00:00,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.8,7.52,6.40625,,3.2,2.3,4.0,,,,7.06,2.5,Fase 4 (9° ano),-3,,,,
RA-698,FASE 1,7.553616667,Ametista,1B,Aluno-698,12/20/2013,9,Masculino,2021,Pública,,Ametista,Ametista,,7.44,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.9,2.52,7.1875,,5.7,4.3,7.0,,,,8.113333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-533,FASE 1,7.434866667,Ametista,1B,Aluno-533,2012-10-03 00:00:00,1900-01-11 00:00:00,Masculino,2022,Pública,,,Ágata,,6.962,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,9.3,7.52,7.5,,5.8,4.8,6.7,,,,7.613333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-504,FASE 1,8.299533333,Topázio,1B,Aluno-504,11/18/2013,9,Feminino,2021,Pública,,Topázio,Topázio,,8.072,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,8.3,7.52,7.5,,7.9,6.5,9.2,,,,8.836666667,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1027,FASE 1,7.748866667,Ametista,1B,Aluno-1027,4/25/2013,10,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.5,9.7,7.52,7.5,,6.0,4.2,7.7,,,,8.333333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-529,FASE 1,7.278991667,Ametista,1B,Aluno-529,2010-01-07 00:00:00,1900-01-13 00:00:00,Masculino,2020,Pública,Ágata,Ametista,Ágata,,6.51,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,9.6,7.52,5.78125,,6.8,4.8,8.7,,,,6.893333333,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-1028,FASE 1,6.415708333,Agata,1B,Aluno-1028,2/17/2012,11,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.2,7.52,7.34375,,5.0,5.0,5.0,,,,7.946666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-686,FASE 1,7.9642,Ametista,1C,Aluno-686,4/19/2013,10,Feminino,2022,Pública,,,Ametista,,7.729,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.0,7.52,7.5,,8.0,7.3,8.7,,,,8.56,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1029,FASE 1,7.058533333,Ametista,1C,Aluno-1029,2/22/2014,9,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,10.0,6.3,3.77,7.5,,5.4,3.5,7.2,,,,8.006666667,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1030,FASE 1,7.4027,Ametista,1C,Aluno-1030,2012-10-08 00:00:00,1900-01-11 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.7,3.77,6.875,,6.9,6.2,7.5,,,,8.39,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-522,FASE 1,7.890533333,Ametista,1C,Aluno-522,2013-08-01 00:00:00,1900-01-10 00:00:00,Masculino,2021,Pública,,Topázio,Topázio,,8.306,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.5,9.2,7.52,7.083333333,,8.3,8.3,8.2,,,,8.45,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-501,FASE 1,8.1357,Topázio,1C,Aluno-501,10/20/2013,10,Masculino,2021,Pública,,Topázio,Ametista,,7.794,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.0,8.4,7.52,8.541666667,,8.9,9.2,8.5,,,,9.396666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-692,FASE 1,6.588466667,Agata,1C,Aluno-692,2/26/2013,10,Feminino,2021,Privada,,Ametista,Ametista,,7.569,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.4,7.7,7.52,6.666666667,,4.6,2.8,6.3,,,,7.39,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-527,FASE 1,7.5682,Ametista,1C,Aluno-527,2013-03-02 00:00:00,1900-01-10 00:00:00,Feminino,2022,Pública,,,Ametista,,8.025,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,9.0,9.1,7.52,7.5,,6.5,5.7,7.2,,,,7.78,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1031,FASE 1,7.0602,Ametista,1D,Aluno-1031,3/13/2013,10,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.0,8.8,7.52,6.666666667,,5.9,4.8,7.0,,,,7.006666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1032,FASE 1,7.434033333,Ametista,1D,Aluno-1032,2013-05-06 00:00:00,1900-01-10 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,8.5,9.5,7.52,7.291666667,,6.0,5.7,6.2,,,,7.563333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1033,FASE 1,8.126033333,Topázio,1D,Aluno-1033,2012-09-04 00:00:00,1900-01-11 00:00:00,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,9.0,8.9,7.52,8.125,,7.9,7.0,8.8,,,,9.006666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1034,FASE 1,7.9642,Ametista,1D,Aluno-1034,4/15/2013,10,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,7.5,9.0,7.52,8.333333333,,8.3,7.8,8.7,,,,8.393333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1035,FASE 1,6.888833333,Agata,1D,Aluno-1035,1/31/2014,9,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-3,,,,0.0,8.3,7.52,7.708333333,,5.8,4.0,7.5,,,,7.78,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-730,FASE 1,7.979325,Ametista,1F,Aluno-730,12/17/2012,10,Feminino,2021,Privada,,Ametista,Ametista,,7.902,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,8.7,5.02,9.53125,,7.8,7.8,7.7,,,,8.67,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-855,FASE 1,8.62995,Topázio,1F,Aluno-855,11/23/2013,9,Feminino,2022,Pública,,,Topázio,,8.453,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,10.0,7.52,8.4375,,6.8,5.2,8.3,,,,8.67,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-820,FASE 1,7.85605,Ametista,1F,Aluno-820,8/26/2013,10,Masculino,2022,Pública,,,Ametista,,7.417,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,7.4,7.52,9.0625,,8.9,9.2,8.5,,,,8.28,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-738,FASE 1,8.123283333,Topázio,1F,Aluno-738,2014-05-02 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,Ametista,,7.227,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.3,7.52,8.4375,,6.0,4.2,7.8,,,,8.336666667,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1036,FASE 1,6.970583333,Agata,1F,Aluno-1036,7/18/2012,11,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.6,3.77,9.0625,,8.0,9.0,7.0,,,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1037,FASE 1,7.655575,Ametista,1F,Aluno-1037,11/19/2012,10,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.4,7.52,8.59375,,6.7,5.0,8.3,,,,8.17,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-576,FASE 1,7.984741667,Ametista,1F,Aluno-576,8/23/2012,11,Feminino,2022,Pública,,,Ametista,,7.59,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.3,5.02,9.21875,,8.0,6.5,9.5,,,,8.503333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1038,FASE 1,7.736825,Ametista,1F,Aluno-1038,7/21/2013,10,Feminino,2023,Privada,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.3,7.52,8.90625,,6.5,7.5,5.5,,,,8.17,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1039,FASE 1,7.686033333,Ametista,1F,Aluno-1039,2011-05-08 00:00:00,1900-01-12 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.9,7.52,8.125,,6.2,6.0,6.3,,,,8.056666667,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-1040,FASE 1,7.81545,Ametista,1F,Aluno-1040,2011-06-12 00:00:00,1900-01-11 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.3,7.52,7.8125,,6.6,5.8,7.3,,,,8.06,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1041,FASE 1,6.724116667,Agata,1F,Aluno-1041,4/20/2013,10,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,7.2,7.52,7.8125,,3.3,1.8,4.7,,,,8.003333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-733,FASE 1,8.3342,Topázio,1G,Aluno-733,12/19/2013,9,Feminino,2022,Pública,,,Ágata,,6.684,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,8.7,7.52,8.333333333,,6.2,4.3,8.0,,,,8.893333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-837,FASE 1,8.2712,Topázio,1G,Aluno-837,2014-07-04 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,Topázio,,8.207,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,9.3,7.52,7.916666667,,7.0,6.3,7.7,,,,7.836666667,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-519,FASE 1,8.0177,Topázio,1G,Aluno-519,5/19/2013,10,Masculino,2022,Pública,,,Ametista,,8.0,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,9.9,7.52,7.708333333,,7.4,7.5,7.2,,,,8.223333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-521,FASE 1,6.768666667,Agata,1G,Aluno-521,2013-12-03 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,Ametista,,7.725,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.9,3.77,7.083333333,,7.9,7.0,8.7,,,,8.166666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1042,FASE 1,5.331166667,Quartzo,1G,Aluno-1042,2013-05-07 00:00:00,1900-01-10 00:00:00,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,6.5,3.77,7.708333333,,4.3,4.0,4.5,,,,7.666666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-713,FASE 1,7.408033333,Ametista,1G,Aluno-713,2/26/2013,10,Masculino,2021,Pública,,Ametista,Ametista,,7.42,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,9.6,3.77,6.875,,7.5,6.7,8.2,,,,8.166666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-736,FASE 1,7.600033333,Ametista,1G,Aluno-736,11/19/2012,10,Masculino,2022,Pública,,,Ágata,,6.707,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.5,6.27,7.708333333,,6.7,4.8,8.5,,,,8.11,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1043,FASE 1,6.5447,Agata,1G,Aluno-1043,6/29/2013,10,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,7.9,6.27,7.708333333,,2.5,2.0,3.0,,,,7.833333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-716,FASE 1,6.813366667,Agata,1G,Aluno-716,3/23/2013,10,Masculino,2022,Pública,,,Ágata,,6.525,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,8.7,3.77,6.875,,5.6,5.0,6.2,,,,7.443333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1044,FASE 1,7.629533333,Ametista,1G,Aluno-1044,4/24/2013,10,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,9.7,7.52,7.5,,6.1,4.5,7.7,,,,8.336666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-745,FASE 1,7.668366667,Ametista,1G,Aluno-745,2013-04-08 00:00:00,1900-01-10 00:00:00,Masculino,2021,Privada - Programa de Apadrinhamento,,Topázio,Ametista,,7.382,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.5,9.3,3.77,8.125,,7.0,5.7,8.2,,,,8.893333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-717,FASE 1,6.633833333,Agata,1G,Aluno-717,8/17/2012,11,Feminino,2021,Pública,,Ametista,Ágata,,6.832,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,8.5,7.52,8.125,,5.9,5.5,6.3,,,,8.446666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-718,FASE 1,8.166866667,Topázio,1G,Aluno-718,2014-11-08 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,Topázio,,8.093,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.5,9.1,3.77,7.916666667,,7.8,6.3,9.2,,,,8.39,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-721,FASE 1,8.683366667,Topázio,1G,Aluno-721,3/20/2014,9,Feminino,2021,Pública,,Topázio,Ametista,,7.973,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.5,7.52,8.125,,8.4,7.5,9.3,,,,8.443333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-746,FASE 1,6.517166667,Agata,1G,Aluno-746,2014-09-04 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,Ametista,,7.656,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,8.0,3.77,6.875,,7.2,6.0,8.3,,,,7.113333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1045,FASE 1,8.089033333,Topázio,1H,Aluno-1045,8/18/2012,11,Feminino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.5,9.4,7.52,7.708333333,,7.9,6.8,9.0,,,,8.28,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-483,FASE 1,6.3972,Agata,1H,Aluno-483,9/30/2011,12,Feminino,2019,Pública,Ametista,Ágata,Quartzo,,5.263,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,6.0,2.52,7.916666667,,5.6,5.0,6.2,,,,8.166666667,5.0,Fase 3 (7° e 8° ano),-2,,,,
RA-1046,FASE 1,6.835833333,Agata,1H,Aluno-1046,1/18/2014,9,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,8.5,3.77,8.541666667,,6.3,6.3,6.3,,,,8.223333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-1047,FASE 1,7.848366667,Ametista,1H,Aluno-1047,3/17/2014,9,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,8.5,3.77,8.125,,6.9,5.8,8.0,,,,7.893333333,10.0,Fase 1 (3° e 4° ano),0,,,,
RA-570,FASE 1,6.781033333,Agata,1H,Aluno-570,2012-03-01 00:00:00,1900-01-11 00:00:00,Feminino,2019,Pública,Topázio,Ágata,Quartzo,,5.722,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,7.3,3.77,8.125,,5.9,5.7,6.0,,,,8.056666667,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1048,FASE 1,7.811366667,Ametista,1H,Aluno-1048,7/20/2013,10,Feminino,2023,Privada,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.5,3.77,8.541666667,,8.2,7.5,8.8,,,,8.5,5.0,Fase 2 (5° e 6° ano),-1,,,,
RA-1049,FASE 1,7.443366667,Ametista,1H,Aluno-1049,6/17/2013,10,Masculino,2023,Pública,,,,,,,,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,7.7,7.52,8.125,,6.3,5.5,7.0,,,,7.943333333,5.0,Fase 2 (5° e 6° ano),-1,,,,
